tipo_negocio,tiene_reja,anio_apertura,trabajadores_total,trabajadores_salario_fijo,expectativa_trabajadores_3m,ventas_vs_mes_anterior,razon_cambio_ventas,expectativa_ventas_3m,cambio_inventario,expectativa_inventario_3m,percepcion_inventario,cambio_precios,expectativa_precios_3m,impacto_crimen,impacto_falta_credito,impacto_precio_bienes,impacto_competencia,credito_bancos,credito_proveedores,credito_familia,credito_gobierno,credito_privado,credito_otro,razon_sin_credito,quiere_crecer,razon_no_crecer,nivel_digitalizacion,tecnologias_digitales,horario_apertura,horario_cierre,sexo,tipo_local,educacion,rango_edad,latitud,longitud,salario_dejar_negocio_num,salario_dejar_negocio_text,consumo_energia_kw_num,consumo_energia_kw_text,consumo_energia_kw_cash
Kiosko,False,2005.0,2.0,0.0,Permanezca igual,Peor,"Crisis económica, poca plata en la calle",Mayores,Disminuyó,Permanezca igual,Muy poco,Aumentó,Permanezcan igual,Mucho,Poco,Mucho,Mucho,True,True,True,False,False,,,True,,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Plataformas online/móviles para hacer pedidos a proveedores.",6:00 am,8:30 pm,Hombre,Rentado,Secundaria,De 31 a 40,-34.5501319,-58.5552581,2000000.0,Un sueldo de $2.000.000,,,
Fiambrería,False,2005.0,3.0,3.0,Permanezca igual,Igual,,Mayores,Permaneció igual,Permanezca igual,En su nivel correcto,Permaneció igual,Permanezcan igual,Moderado,Nada,Moderado,Nada,False,False,False,False,False,,No necesito un crédito,True,,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",9:00 am,8:30 pm,Mujer,Propio,Secundaria,De 51 a 60,,,700000,,300,,
Almacén,False,2019.0,4.0,4.0,Permanezca igual,Igual,Por estacionalidad,Mayores,Permaneció igual,Incremente,En su nivel correcto,Aumentó,Aumenten,Moderado,Nada,Moderado,Moderado,False,False,False,False,False,,No necesito un crédito,True,,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Punto de venta digital (POS) o sistema de inventario.,Plataformas online/móviles para hacer pedidos a proveedores.",8:00 am,10:00 pm,Hombre,Propio,Secundaria,De 21 a 30,-34.65764385959381,-59.42339402504036,3000000,,,,
Almacén,False,2021.0,4.0,4.0,Permanezca igual,Mejor,En mi rubro influye el día de la madre.,Mayores,Aumentó,Incremente,En su nivel correcto,Aumentó,Permanezcan igual,Nada,Nada,Moderado,Nada,False,False,False,False,False,,No necesito un crédito,True,,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Punto de venta digital (POS) o sistema de inventario.",7:00 am,11:00 pm,Mujer,Rentado,Secundaria,De 31 a 40,-34.65999178062642,-59.43514107646521,2000000,,,,
Almacén,False,2015.0,4.0,4.0,Permanezca igual,Igual,,Mayores,Permaneció igual,Incremente,En su nivel correcto,Aumentó,Permanezcan igual,Nada,Moderado,Mucho,Moderado,True,False,False,False,False,,,False,Porque está satisfecho con su negocio,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Plataformas online/móviles para hacer pedidos a proveedores.",8:00 am,9:00 pm,Hombre,Rentado,Primaria,De 41 a 50,-34.655229039366525,-59.42754418209773,3000000,,8500.0,8.500$ por día,
Granja,True,2011.0,2.0,1.0,Permanezca igual,Peor,Situación del país,Iguales,Disminuyó,Disminuya,En su nivel correcto,Aumentó,Aumenten,Nada,Nada,Algo,Mucho,False,True,True,False,False,,No necesito un crédito,False,Porque está satisfecho con su negocio,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",9:00 am,8:00 pm,Mujer,Rentado,Preparatoria,De 41 a 50,-34.57805028545231,-58.54014759008163,,,,-,
Dietéticas,True,2011.0,3.0,0.0,Permanezca igual,Igual,"Cuestión de salud, cuidado personal.",Mayores,Permaneció igual,Incremente,En su nivel correcto,Aumentó,Aumenten,Poco,Nada,Algo,Nada,False,False,True,False,False,-,No necesito un crédito,True,,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Plataformas online/móviles para hacer pedidos a proveedores.",9:30 am,8:00 pm,Hombre,Rentado,Secundaria,De 21 a 30,-34.5755736937093,-58.5393101124166,0,,,-,
Kiosko,True,2008.0,2.0,0.0,Permanezca igual,Igual,,Mayores,Permaneció igual,Incremente,En su nivel correcto,Bajó,Permanezcan igual,Algo,Nada,Algo,Mucho,False,False,False,False,False,,No necesito un crédito,True,,Básico: Usamos al menos una herramienta digital básica (ej. un celular o una app de mensajería) para algunas tareas.,"Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",7:00 am,10:00 pm,Mujer,Propio,Universidad y más,De 41 a 50,,,600000,,100,,
Confitería o Panadería,False,2006.0,4.0,3.0,Permanezca igual,Peor,La situación economica,Mayores,Permaneció igual,Incremente,En su nivel correcto,Aumentó,Aumenten,Nada,Nada,Poco,Poco,False,True,False,False,False,No,No necesito un crédito,True,,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",7:00 am,8:00 pm,Mujer,Rentado,Secundaria,De 41 a 50,-34.820412,-58.389544,,-,,No sabe,
Kiosko,True,1998.0,2.0,0.0,Aumente,Peor,,Mayores,Aumentó,Incremente,En su nivel correcto,Aumentó,Disminuyan,Algo,Nada,Mucho,Moderado,False,False,False,False,False,,No necesito un crédito,False,Porque está satisfecho con su negocio,Básico: Usamos al menos una herramienta digital básica (ej. un celular o una app de mensajería) para algunas tareas.,"Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",7:00 am,10:30 pm,Mujer,Propio,Primaria,De 51 a 60,,,1000000,,150,,
Almacén,False,2021.0,2.0,0.0,Permanezca igual,Peor,Gobierno,Mayores,Disminuyó,Incremente,En su nivel correcto,Aumentó,Disminuyan,Moderado,Nada,Mucho,Moderado,False,False,False,False,False,,Las tasas de interés son muy altas,True,,Básico: Usamos al menos una herramienta digital básica (ej. un celular o una app de mensajería) para algunas tareas.,"Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",9:00 am,9:30 pm,Hombre,Propio,Primaria,Más de 60,,,800000,,,No sabe,
Granja,True,2024.0,4.0,1.0,Permanezca igual,Mejor,Calidad de los productos que se venden.,Mayores,Aumentó,Incremente,En su nivel correcto,Bajó,Disminuyan,Nada,Nada,Moderado,Nada,False,False,True,False,False,-,No necesito un crédito,True,,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",8:00 am,8:00 pm,Hombre,Rentado,Preparatoria,De 41 a 50,-34.573584966078016,-58.543046568240754,0,,300,,
Almacén,False,1980.0,1.0,1.0,Permanezca igual,Peor,"Porque la gente no tiene el mismo poder adquisivo, hay despidos, etc.",Mayores,Permaneció igual,Incremente,Muy poco,Permaneció igual,Aumenten,Poco,Mucho,Mucho,Algo,False,True,True,False,False,,No necesito un crédito,True,,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",8:00 am,8:00 pm,Mujer,Propio,Universidad y más,De 51 a 60,-34.69291,-58.40077,4000000,,,,
Dietéticas,True,2011.0,2.0,1.0,Aumente,Peor,Competencia.,Mayores,Disminuyó,Permanezca igual,En su nivel correcto,Aumentó,Permanezcan igual,Nada,Nada,Poco,Mucho,False,False,False,False,False,-,No necesito un crédito,True,,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",9:00 am,8:00 pm,Hombre,Rentado,Secundaria,Más de 60,-34.57238138327845,-58.54408964626634,0,,,,
Dietéticas,False,2020.0,2.0,2.0,Permanezca igual,Igual,Creo que están igual porque mantenemos los precios lo más que podemos,Mayores,Permaneció igual,Incremente,En su nivel correcto,Aumentó,Permanezcan igual,Nada,Nada,Moderado,Nada,False,False,False,False,False,,No necesito un crédito,False,Porque sería muy complicado administrarlo,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",9:00 am,7:30 pm,Mujer,Rentado,Secundaria,De 31 a 40,-34.819567,-58.467246,,No lo cerraría; Esto es algo que armamos con mi hermana y lo vamos a mantener mientras esté en las posibilidades,,No sabía en el momento y prefirió no responder,
Kiosko,False,2019.0,2.0,0.0,Permanezca igual,Peor,Situación económica del país.,Menores,Permaneció igual,Permanezca igual,En su nivel correcto,Aumentó,Aumenten,Mucho,Nada,Algo,Nada,False,False,True,False,False,-,No necesito un crédito,False,Porque teme a la inseguridad,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",7:00 am,7:00 pm,Mujer,Rentado,Secundaria,De 51 a 60,-34.57257772831736,-58.54367095290019,1000000,,,-,
Kiosko,False,1985.0,1.0,1.0,Aumente,Peor,Porque el nivel de economía de la gente está mal y empiezan a cortar lo que no es de primera necesidad,Mayores,Permaneció igual,Incremente,Muy poco,Aumentó,Aumenten,Nada,Nada,Mucho,Mucho,False,False,False,False,False,Nunca pediría un crédito como está la economía ahora,No necesito un crédito,True,,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",9:00 am,9:00 pm,Hombre,Rentado,Secundaria,De 21 a 30,-34.816419,-58.468525,2100000,,2500,,
Almacén,True,2025.0,1.0,0.0,Permanezca igual,Peor,Situación del país.,Iguales,Permaneció igual,Permanezca igual,En su nivel correcto,Aumentó,Aumenten,Nada,Nada,Algo,Nada,False,False,True,False,False,-,No necesito un crédito,True,,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",9:00 am,8:00 pm,Hombre,Rentado,Universidad y más,De 41 a 50,-34.58029865542088,-58.53851481891769,0,,,-,
Almacén,True,2024.0,2.0,0.0,Permanezca igual,Igual,"Calidad de los productos, clientes habituales.",Mayores,Permaneció igual,Permanezca igual,En su nivel correcto,Aumentó,Aumenten,Nada,Nada,Poco,Nada,False,False,False,False,False,-,No necesito un crédito,True,,"Alto: La mayoría de nuestras operaciones usan sistemas digitales (ej. software de inventario, caja electrónica, pedidos en línea).","Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Punto de venta digital (POS) o sistema de inventario.,Plataformas online/móviles para hacer pedidos a proveedores.",4:30 pm,9:00 pm,Hombre,Rentado,Universidad y más,De 41 a 50,-34.57977724888208,-58.54017295952579,0,,238,,
Almacén,False,1985.0,2.0,2.0,Aumente,Mejor,No responde,Menores,Permaneció igual,Incremente,Demsiado grande,Aumentó,Aumenten,Mucho,Algo,Algo,Algo,False,False,False,False,False,,No necesito un crédito,False,Porque tendría que pagar más impuestos,,,9:30 am,10:00 pm,Mujer,,,,,,,,,,
Kiosko,False,1990.0,2.0,0.0,Permanezca igual,Peor,Situación económica del país.,Menores,Disminuyó,Permanezca igual,En su nivel correcto,Aumentó,Aumenten,Nada,Nada,Algo,Nada,False,False,False,False,False,-,No necesito un crédito,False,Porque está satisfecho con su negocio,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",6:00 am,9:30 pm,Mujer,Rentado,Secundaria,Más de 60,-34.54368920405756,-58.50359786824204,0,,,-,
Kiosko,False,2025.0,1.0,0.0,Permanezca igual,Peor,Situación del país.,Mayores,Permaneció igual,Permanezca igual,En su nivel correcto,Permaneció igual,Permanezcan igual,Nada,Nada,Nada,Mucho,False,False,True,False,False,-,No necesito un crédito,True,,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",10:00 am,9:00 pm,Mujer,Rentado,Secundaria,De 41 a 50,-34.57759433524562,-58.53795245289992,0,,,-,
Almacén,True,2022.0,2.0,0.0,Permanezca igual,Peor,Por la situación actual del pais,Mayores,Permaneció igual,Incremente,En su nivel correcto,Aumentó,Permanezcan igual,Algo,Poco,Algo,Algo,False,False,True,False,False,NO,Las tasas de interés son muy altas,False,Porque está satisfecho con su negocio,Básico: Usamos al menos una herramienta digital básica (ej. un celular o una app de mensajería) para algunas tareas.,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Punto de venta digital (POS) o sistema de inventario.,Plataformas online/móviles para hacer pedidos a proveedores.",8:00 am,10:00 pm,Hombre,Rentado,Secundaria,De 31 a 40,-34.67485124998294,-58.39686655917975,,Ninguno,,No lo sabe,
Bares y pequeños restaurantes,True,2018.0,2.0,1.0,Permanezca igual,Igual,Por la calidad del producto se mantiene la clientela fiel,Mayores,Permaneció igual,Incremente,En su nivel correcto,Aumentó,Aumenten,Algo,Nada,Poco,Poco,False,False,True,False,False,NO,No necesito un crédito,True,,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",11:00 am,11:00 pm,Hombre,Propio,Secundaria,De 41 a 50,-34.67817404042942,-58.40578925437821,,Estoy bien como estoy no quiero trabajar a nadie,,No se tiene registro detallado,
Kiosko,True,2002.0,6.0,6.0,Permanezca igual,Igual,No sucedió nada relevante,Iguales,Aumentó,Permanezca igual,En su nivel correcto,Aumentó,Permanezcan igual,Nada,Poco,Moderado,Mucho,False,False,False,False,False,,No necesito un crédito,True,,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",8:00 am,5:30 pm,Hombre,Rentado,Secundaria,Más de 60,-34.4854527,-58.6304028,,No lo dejaria,,Desconoce,
Kiosko,True,2002.0,6.0,6.0,Permanezca igual,Igual,No hubo ningún evento,Mayores,Aumentó,Permanezca igual,En su nivel correcto,Aumentó,Permanezcan igual,Nada,Poco,Moderado,Mucho,False,False,False,False,False,,No necesito un crédito,True,,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",8:00 am,5:00 pm,Mujer,Rentado,Universidad y más,De 51 a 60,-34.4944582,-58.6289333,,No lo dejaria,,No sabe,
Cafeterías,True,2010.0,1.0,0.0,Disminuya,Mejor,.,Mayores,Aumentó,Incremente,Demsiado grande,Aumentó,Aumenten,Nada,Nada,Nada,Nada,False,False,False,False,False,,No necesito un crédito,False,Porque teme a la inseguridad,"Alto: La mayoría de nuestras operaciones usan sistemas digitales (ej. software de inventario, caja electrónica, pedidos en línea).","Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Punto de venta digital (POS) o sistema de inventario.,Plataformas online/móviles para hacer pedidos a proveedores.",9:00 am,8:00 pm,Preferencia de no especificar,Rentado,Secundaria,De 41 a 50,-34.4996867,-58.6419699,,No participa,,,
Cafeterías,True,2024.0,2.0,2.0,Permanezca igual,Igual,,Iguales,Permaneció igual,Permanezca igual,En su nivel correcto,Permaneció igual,Permanezcan igual,Nada,Poco,Moderado,Algo,True,True,False,True,False,,,True,,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,Plataformas online/móviles para hacer pedidos a proveedores.,9:00 am,7:30 pm,Hombre,Rentado,Universidad y más,De 51 a 60,,,5000000,,20.4,,
Cafeterías,False,2024.0,7.0,4.0,Aumente,Mejor,,Mayores,Aumentó,Incremente,En su nivel correcto,Aumentó,Permanezcan igual,Nada,Nada,Mucho,Poco,False,False,False,False,False,utilicé ahorros propios,No necesito un crédito,True,,"Alto: La mayoría de nuestras operaciones usan sistemas digitales (ej. software de inventario, caja electrónica, pedidos en línea).","Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Punto de venta digital (POS) o sistema de inventario.,Plataformas online/móviles para hacer pedidos a proveedores.",9:00 am,7:30 pm,Hombre,Rentado,Universidad y más,De 51 a 60,-34.602355559282,-58.46723963452001,,no aceptaria cerrarlo,4,,
Pescadería,False,1980.0,2.0,0.0,Permanezca igual,Mejor,,Mayores,Permaneció igual,Permanezca igual,En su nivel correcto,Permaneció igual,Aumenten,Moderado,Mucho,Mucho,Moderado,False,False,False,False,False,No,No necesito un crédito,True,,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Punto de venta digital (POS) o sistema de inventario.",9:00 am,7:00 pm,Hombre,Propio,Preparatoria,De 31 a 40,-34.60337489268976,-58.46272947684796,3000000,,500,,
Bares y pequeños restaurantes,False,2007.0,4.0,4.0,Permanezca igual,Igual,"Por la situación socioeconómica la incertidumbre y la moneda, la inflación y la expectativa de los consumidores",Mayores,Aumentó,Permanezca igual,En su nivel correcto,Permaneció igual,Permanezcan igual,Moderado,Nada,Poco,Mucho,True,False,False,False,False,"No recibe actualmente, solo en sus inicios. Del banco ICBC",,False,Porque sería muy complicado administrarlo,Básico: Usamos al menos una herramienta digital básica (ej. un celular o una app de mensajería) para algunas tareas.,"Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",10:00 am,6:00 pm,Hombre,Rentado,Secundaria,Más de 60,,,,No nunca,1700,,
Confitería o Panadería,True,2023.0,3.0,3.0,Permanezca igual,Igual,,Iguales,Permaneció igual,Permanezca igual,En su nivel correcto,Aumentó,Aumenten,Nada,Algo,Mucho,Poco,False,False,False,False,False,,No necesito un crédito,False,Porque está satisfecho con su negocio,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Punto de venta digital (POS) o sistema de inventario.,Plataformas online/móviles para hacer pedidos a proveedores.",7:30 am,8:00 pm,Hombre,Propio,Secundaria,De 21 a 30,-34.0,6260433.0,0,,0,,
Almacén,True,2020.0,1.0,0.0,Permanezca igual,Mejor,La gente no piensa en otra cosa que en comer,Mayores,Permaneció igual,Permanezca igual,En su nivel correcto,Permaneció igual,Aumenten,Poco,Nada,Mucho,Moderado,False,False,False,False,False,No,No necesito un crédito,True,,Ninguno: No usamos ninguna herramienta digital (todos los procesos son manuales).,"Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",9:00 am,7:00 pm,Mujer,Rentado,Primaria,Más de 60,,,,No porque es su sentido de vida,280.0,280 kw,
Almacén,False,2022.0,7.0,7.0,Aumente,Mejor,"Aumentaron porque agregaron productos, combos de calidad y a buen precio",Mayores,Aumentó,Incremente,Muy poco,Permaneció igual,Permanezcan igual,Nada,Nada,Moderado,Nada,False,True,False,False,False,"Nunca ninguno, empezó con capital propio pero sacaron hace un mes una heladera a pagar en pago diario",No necesito un crédito,True,,Ninguno: No usamos ninguna herramienta digital (todos los procesos son manuales).,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",9:00 am,8:00 pm,Hombre,Rentado,Secundaria,De 31 a 40,,,,"No, vivo para este negocio.",,,
Almacén,True,2001.0,3.0,3.0,Permanezca igual,Peor,Baja del consumo,Menores,Permaneció igual,Permanezca igual,En su nivel correcto,Permaneció igual,Aumenten,Nada,Nada,Poco,Mucho,False,False,False,False,False,,Las tasas de interés son muy altas,True,,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Punto de venta digital (POS) o sistema de inventario.,Plataformas online/móviles para hacer pedidos a proveedores.",9:30 am,8:30 pm,Mujer,Propio,Universidad y más,De 41 a 50,-34.0,6276689.0,3000000,,,,
Granja,True,2025.0,2.0,0.0,Permanezca igual,Mejor,Mejor administración del local,Mayores,Aumentó,Incremente,Muy poco,Permaneció igual,Aumenten,Nada,Mucho,Poco,Moderado,True,True,True,False,False,,,True,,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Punto de venta digital (POS) o sistema de inventario.",8:30 am,8:00 pm,Mujer,Propio,Secundaria,De 21 a 30,-34.0,6291426.0,0,,0,,
Confitería o Panadería,True,2019.0,3.0,3.0,Permanezca igual,Peor,"La situación económica, no hay plata, se vienen las elecciones y el cambio de gobierno nos afecta.",Mayores,Permaneció igual,Incremente,Muy poco,Permaneció igual,Aumenten,Nada,Nada,Mucho,Moderado,False,False,False,False,False,"Nunca, no me sirve prefiero majerarme siempre al contado",No necesito un crédito,True,,Ninguno: No usamos ninguna herramienta digital (todos los procesos son manuales).,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Punto de venta digital (POS) o sistema de inventario.",7:30 am,8:00 pm,Hombre,Rentado,Secundaria,De 21 a 30,,,,"No existe salario, necesito esto para vivir. Me motiva tener mí negocio propio",3300,,
Fiambrería,False,2023.0,2.0,0.0,Permanezca igual,Igual,Por las elecciones,Mayores,Permaneció igual,Permanezca igual,En su nivel correcto,Aumentó,Aumenten,Poco,Nada,Mucho,Nada,False,False,False,False,False,,No necesito un crédito,True,,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",9:00 am,9:00 pm,Hombre,Rentado,Secundaria,De 51 a 60,-37.3079114,-59.1420811,,Ninguno,,No sabe,
Almacén,True,2025.0,2.0,2.0,Aumente,Peor,El tema politico,Mayores,Aumentó,Incremente,Muy poco,Permaneció igual,Permanezcan igual,Poco,Moderado,Moderado,Mucho,True,False,False,False,True,Si ICBC,,True,,Básico: Usamos al menos una herramienta digital básica (ej. un celular o una app de mensajería) para algunas tareas.,"Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",8:30 am,7:00 pm,Hombre,Rentado,Preparatoria,De 21 a 30,-34.7485853,-58.6125028,,El quiere ser su propio jefe,,_,
Almacén,True,2020.0,2.0,0.0,Permanezca igual,Igual,Situacion económica del pais,Menores,Permaneció igual,Permanezca igual,Muy poco,Aumentó,Aumenten,Poco,Nada,Algo,Moderado,False,False,True,False,False,,No necesito un crédito,False,Porque tendría que hacer trámites muy costosos,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Punto de venta digital (POS) o sistema de inventario.",9:30 am,7:00 pm,Mujer,Rentado,Secundaria,De 51 a 60,-34.57919,-58.53751,1000000,,800,,
Fiambrería,True,2023.0,3.0,2.0,Aumente,Mejor,"Depende la temporada, es por el consumo de la gente",Mayores,Aumentó,Incremente,En su nivel correcto,Permaneció igual,Aumenten,Algo,Nada,Nada,Nada,False,False,False,False,False,,No creo que me lo aprobarían,False,Porque está satisfecho con su negocio,Ninguno: No usamos ninguna herramienta digital (todos los procesos son manuales).,Ninguna de las anteriores.,6:00 am,2:00 pm,Mujer,Rentado,Sin estudios,Menos de 20,,,,No quiere seguir con las encuesta,,Kk,
Verdulería,True,2025.0,3.0,3.0,Permanezca igual,Mejor,No sabe,Mayores,Aumentó,Permanezca igual,En su nivel correcto,Aumentó,Aumenten,Nada,Poco,Mucho,Algo,True,True,False,False,False,No,,True,,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Punto de venta digital (POS) o sistema de inventario.",9:00 am,10:00 pm,Hombre,Rentado,Universidad y más,De 21 a 30,37.0,32102.0,1250000,,,No sabe,
